Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,Album Cover URL
Crawling,Papercuts,Linkin Park,04-12-2024,USWB11201319,927,50.1,570290910,174,525584,,,,,,,,,,,,,,,,,,,0,https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a
Upside Down,Upside Down,JVKE,8/18/2020,QM24S2008283,925,50.1,121391098,28044,6194695,54,19099476,465493,10318700,164374946,1710758827,517,24,1790,122,5,12865,2,2403391,3205,,1184072,,0,https://i.scdn.co/image/ab67616d0000b2732fbf2d0287eb20dfad314087
I Fck Up,I Fck Up - Single,Prince Ayaya,10/28/2023,QZTBB2395775,924,50.1,,44,223,,92839,1676,1900000,35297892,454838946,,2,,,,,,,,,238732,,1,https://i.scdn.co/image/ab67616d0000b27378d1d5e3385b28c657e4fae9
no tears left to cry,No Tears Left To Cry,Ariana Grande,4/20/2018,USUM71805289,923,50.2,1331371819,100503,36840744,71,1426855223,11706422,698131,30791124,219920452,1865455236,143,180151,280,68,735006,67,181267091,95346,,6415036,,0,https://i.scdn.co/image/ab67616d0000b273c3af0c2355c24ed7023cd394
Tattoo,Tattoo,Rauw Alejandro,2/13/2020,QZHN21900087,922,50.4,341742937,53836,9757013,58,1281379386,7138308,2132748,73202309,650666266,171345507,45,11458,117,15,133918,45,6119993,4186,,713534,,0,https://i.scdn.co/image/ab67616d0000b2733926e048d839e1173fe17326
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),So Fresh The Hits of Summer 2011 + The Best Of 2010,Shakira,01-01-2010,USSM11001353,921,50.4,829352129,159324,36048887,61,4062829308,23606907,2250587,417038157,5938511405,269751922,109,22773,43,96,1215762,33,129133941,641400,542470,,,0,https://i.scdn.co/image/ab67616d0000b273d6da56e427f7f87f0e544c6f
favorite,favorite - EP,Isabel LaRosa,3/29/2024,USRC12400507,919,50.5,123802404,7364,40769771,82,21277734,440764,,2357131,20879200,126759586,43,1815,,45,394030,44,333441,463,,1040640,,0,https://i.scdn.co/image/ab67616d0000b273a22b4b47be37bd37cef0900a
End of Beginning,DECIDE,Djo,9/16/2022,GBKPL2205058,918,50.5,710784872,64517,191969474,90,44322144,594352,129300,118218973,1027806256,58700775,149,94468,501,133,18315130,107,4025966,5291,,3343993,,0,https://i.scdn.co/image/ab67616d0000b273fddfffec51b4580acae727c1
K-POP,K-POP (Chopped & Screwed),Travis Scott,7/18/2023,USSM12305652,917,50.5,285481590,62715,24530922,68,40688228,817018,4427,3170160,129035232,331318025,46,15660,347,39,587945,37,4832444,3721,,808863,,1,https://i.scdn.co/image/ab67616d0000b273893489768de0c42b4d217b82
You & Me,JENNIE Special Single [You & Me],JENNIE,10-06-2023,KRA402300041,914,50.5,183134509,12210,12194109,,164326447,3483743,319200,56468580,518880479,1663397140,15,6316,35,12,265865,29,710467,737,,345892,,0,https://i.scdn.co/image/ab67616d0000b2738513170cd3adda304ddfc1dc
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,06-02-2023,USUM72308540,913,50.5,247682011,67166,13150883,72,81060467,925753,13500,6210382,38882669,703035,51,3710,,9,44406,5,665747,2700,,1390039,,0,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f
Home,Home - Single,Good Neighbours,1/17/2024,GBUM72400322,911,50.6,205068203,19044,62137392,,8916657,104172,,1489700,24837700,2476271,67,22019,535,36,876086,65,17230222,2283,,606973,,0,https://i.scdn.co/image/ab67616d0000b273a1cbd333da5cc7ae8f5981fb
